formTypeCd,reportInfoIdent,receivedDt,filerIdent,filerTypeCd,filerName,contributionInfoId,contributionDt,contributionAmount,contributionDescr,itemizeFlag,travelFlag,contributorPersentTypeCd,contributorNameOrganization,contributorNameLast,contributorNameFirst,contributorNameShort,contributorStreetCountyCd,contributorStreetCountryCd,contributorStreetPostalCode,contributorEmployer,contributorJobTitle,contributorPacFein,contributor_id
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081048,20120803.0,40.0,,Y,N,ENTITY,Jim Mckissick,,,,,USA,78230,,,,65846
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081049,20120803.0,40.0,,Y,N,ENTITY,Jim Mckissick,,,,,USA,78230,,,,65846
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081050,20120806.0,190.0,,Y,N,ENTITY,Regina Tubre,,,,,USA,78130,,,,109922
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081051,20120803.0,40.0,,Y,N,ENTITY,Dale Pearson,,,,,USA,78015,,,,31744
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081052,20120803.0,600.0,,Y,N,ENTITY,Jason Adamson,,,,,USA,76207,,,,64060
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081053,20120803.0,5000.0,,Y,N,ENTITY,Lufkin Board,,,,,USA,75901,,,,84706
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081054,20120803.0,250.0,,Y,N,ENTITY,Stacey Dishner Olmstead,,,,,USA,75092,,,,123282
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081055,20120803.0,500.0,,Y,N,ENTITY,Sandy J Menley,,,,,USA,78621,,,,117195
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081056,20120806.0,300.0,,Y,N,ENTITY,Shalmarie Permenter,,,,,USA,79101,,,,119342
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081057,20120806.0,200.0,,Y,N,ENTITY,Linda Littlejohn,,,,,USA,79106,,,,82044
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081058,20120808.0,35.0,,Y,N,ENTITY,Olin E Jaye,,,,,USA,75086,,,,99844
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081059,20120806.0,120.0,,Y,N,ENTITY,Brady P. Brittain,,,,,USA,77802,,,,16561
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081060,20120808.0,50.0,,Y,N,ENTITY,Diane Donley,,,,,USA,75024,,,,35946
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081061,20120808.0,35.0,,Y,N,ENTITY,Gloria J Burleson,,,,,USA,75034,,,,50032
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081062,20120306.0,35.0,,Y,N,ENTITY,Robert Farrell,,,,,USA,75605,,,,112879
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081063,20120808.0,25.0,,Y,N,ENTITY,Vicky J Giorgetti,,,,,USA,75069,,,,148252
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081064,20120306.0,35.0,,Y,N,ENTITY,Roger C Williamson,,,,,USA,75604,,,,114011
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081065,20120306.0,35.0,,Y,N,ENTITY,Henry Boswell,,,,,USA,75605,,,,55691
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081066,20120306.0,35.0,,Y,N,ENTITY,Danny Ausmus,,,,,USA,75604,,,,32574
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081067,20120306.0,35.0,,Y,N,ENTITY,Keri L. Rieger,,,,,USA,75604,,,,72440
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081068,20120306.0,35.0,,Y,N,ENTITY,William Cook,,,,,USA,75605,,,,152266
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081069,20120306.0,35.0,,Y,N,ENTITY,Cody Hertel,,,,,USA,75604,,,,27153
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081070,20120306.0,35.0,,Y,N,ENTITY,Thomas A. Sweeney,,,,,USA,75604,,,,140925
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081071,20120306.0,35.0,,Y,N,ENTITY,Jason Murray,,,,,USA,75604,,,,64151
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081072,20120306.0,35.0,,Y,N,ENTITY,Julia Brogoitti Woods,,,,,USA,75604,,,,69784
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081073,20120306.0,35.0,,Y,N,ENTITY,Glenda J Hughes,,,,,USA,75605,,,,49874
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081074,20120306.0,35.0,,Y,N,ENTITY,Kenneth Travis,,,,,USA,75604,,,,72349
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081075,20120306.0,35.0,,Y,N,ENTITY,Roger C Williamson,,,,,USA,75604,,,,114011
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081076,20120713.0,35.0,,Y,N,ENTITY,Lindy H Mahoney,,,,,USA,75209,,,,82230
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081077,20120713.0,35.0,,Y,N,ENTITY,Daniel M Mahoney,,,,,USA,75209,,,,32447
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081078,20120713.0,35.0,,Y,N,ENTITY,Tommy R Sandoz,,,,,USA,75225,,,,142653
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081079,20120713.0,35.0,,Y,N,ENTITY,Melani M Klamer,,,,,USA,75209,,,,90534
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081080,20120713.0,35.0,,Y,N,ENTITY,Tashi S Walker,,,,,USA,75225,,,,127406
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081081,20120713.0,35.0,,Y,N,ENTITY,Carmen Chapa,,,,,USA,75219,,,,21067
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081082,20120713.0,35.0,,Y,N,ENTITY,Keith M Thomas,,,,,USA,75219,,,,71673
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081083,20120713.0,35.0,,Y,N,ENTITY,Barbara Jeanne Scoggins,,,,,USA,75783,,,,11146
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081084,20120713.0,35.0,,Y,N,ENTITY,Sharon M Middlebrooks,,,,,USA,75339,,,,119622
MPAC,540870,20120804.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081085,20120713.0,35.0,,Y,N,ENTITY,Gus A Owen,,,,,USA,75231,,,,52939
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081086,20120307.0,110.0,,Y,N,ENTITY,Michael N Bowman,,,,,USA,76051,,,,91848
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081087,20120809.0,190.0,,Y,N,ENTITY,Zintiha Rodriguez,,,,,USA,78550,,,,154819
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081088,20120307.0,110.0,,Y,N,ENTITY,Mark D. Hixson,,,,,USA,76016,,,,86996
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081089,20120808.0,180.0,,Y,N,ENTITY,Robin Everly,,,,,USA,75034,,,,113511
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081090,20120808.0,520.0,,Y,N,ENTITY,Carol Norakas,,,,,USA,75069,,,,21213
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081091,20120808.0,24.0,,Y,N,ENTITY,Dan Robertson,,,,,USA,75023,,,,32208
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081092,20120809.0,70.0,,Y,N,ENTITY,Ray Martinez,,,,,USA,79925,,,,109134
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081093,20120809.0,25.0,,Y,N,ENTITY,Nancy Anonsen,,,,,USA,78374,,,,96490
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081094,20120809.0,25.0,,Y,N,ENTITY,Diane M Craig,,,,,USA,78213,,,,35978
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081095,20120809.0,60.0,,Y,N,ENTITY,Hortencia Cisneros,,,,,USA,78599,,,,58187
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081096,20120809.0,50.0,,Y,N,ENTITY,Mary Dipp,,,,,USA,79940,,,,88044
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081097,20120809.0,35.0,,Y,N,ENTITY,Marcus Phipps,,,,,USA,78550,,,,86433
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081098,20100908.0,18.0,,Y,N,ENTITY,Donna Pancoast,,,,,USA,78362,,,,37148
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081099,20120809.0,50.0,,Y,N,ENTITY,Jason Minor,,,,,USA,76201,,,,64149
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081100,20100903.0,50.0,,Y,N,ENTITY,Texas Regional Title,,,,,USA,77706,,,,135191
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081101,20120809.0,50.0,,Y,N,ENTITY,Amy Vega,,,,,USA,76205,,,,6317
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081102,20120809.0,70.0,,Y,N,ENTITY,Gilbert Pedregon,,,,,USA,79998,,,,49485
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081103,20120809.0,50.0,,Y,N,ENTITY,Minerva Simpson,,,,,USA,78552,,,,92971
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081104,20120809.0,25.0,,Y,N,ENTITY,John T Crone,,,,,USA,78232,,,,67580
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081105,20120809.0,25.0,,Y,N,ENTITY,John T Crone,,,,,USA,78232,,,,67580
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081106,20120809.0,175.0,,Y,N,ENTITY,Laura Kroon,,,,,USA,77379,,,,76190
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081107,20120809.0,550.0,,Y,N,ENTITY,Karen L Hale,,,,,USA,78216,,,,70722
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081108,20120809.0,50.0,,Y,N,ENTITY,Minerva Simpson,,,,,USA,78552,,,,92971
MPAC,469731,20101206.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081109,20101118.0,15.0,,Y,N,ENTITY,Greg Roe,,,,,USA,76013,,,,51898
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081110,20120809.0,40.0,,Y,N,ENTITY,Jaime Aguillon,,,,,USA,78230,,,,62783
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081111,20120813.0,35.0,,Y,N,ENTITY,Chip Harold W Hill,,,,,USA,75065,,,,24659
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081112,20100908.0,40.0,,Y,N,ENTITY,Gerardo A Landaverde,,,,,USA,78230,,,,49223
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081113,20120809.0,75.0,,Y,N,ENTITY,Annette Baker,,,,,USA,78552,,,,7361
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081114,20120809.0,250.0,,Y,N,ENTITY,David Vanderlaan,,,,,USA,76202,,,,33648
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081115,20120809.0,350.0,,Y,N,ENTITY,Gregg Davis,,,,,USA,79924,,,,51942
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081116,20120810.0,333.0,,Y,N,ENTITY,Vance Cooksey,,,,,USA,79605,,,,147528
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081117,20120813.0,60.0,,Y,N,ENTITY,First Title Co,,,,,USA,76903,,,,44331
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081118,20120813.0,320.0,,Y,N,ENTITY,Max Puello,,,,,USA,76904,,,,88779
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081119,20120813.0,35.0,,Y,N,ENTITY,Julie Mcwilliams,,,,,USA,76904,,,,69909
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081120,20120813.0,110.0,,Y,N,ENTITY,Diane Soloff,,,,,USA,76904,,,,36000
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081121,20120813.0,20.0,,Y,N,ENTITY,Amanda Rose Diaz,,,,,USA,76901,,,,5072
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081122,20120813.0,75.0,,Y,N,ENTITY,Matt J Malone,,,,,USA,78613,,,,88507
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081123,20120813.0,110.0,,Y,N,ENTITY,Kandi Pool,,,,,USA,76901,,,,70526
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081124,20120813.0,100.0,,Y,N,ENTITY,Surety Title,,,,,USA,76903,,,,125884
MPAC,542911,20120905.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081125,20120813.0,35.0,,Y,N,ENTITY,Laura Harryman,,,,,USA,76092,,,,76171
MPAC,474064,20110106.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081126,20101213.0,35.0,,Y,N,ENTITY,Roy Anthony Guzman,,,,,USA,78130,,,,114987
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081127,20120307.0,110.0,,Y,N,ENTITY,Barbara J. Polk,,,,,USA,76054,,,,11143
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081128,20120307.0,110.0,,Y,N,ENTITY,Michael Ball,,,,,USA,76102,,,,91499
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081129,20120307.0,35.0,,Y,N,ENTITY,Susan Carroll Wiley,,,,,USA,76008,,,,125947
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081130,20120307.0,50.0,,Y,N,ENTITY,Kenneth F. Wimberly,,,,,USA,76013,,,,72273
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081131,20120307.0,110.0,,Y,N,ENTITY,Jarod Dutton,,,,,USA,75092,,,,64014
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081132,20120307.0,110.0,,Y,N,ENTITY,Tommy C. Wiley,,,,,USA,76008,,,,142618
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081133,20120307.0,110.0,,Y,N,ENTITY,John Larriviere,,,,,USA,76053,,,,67245
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081134,20120307.0,35.0,,Y,N,ENTITY,Debra C. Jenkins,,,,,USA,76020,,,,34562
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081135,20120307.0,110.0,,Y,N,ENTITY,Jay A. Rapp,,,,,USA,76009,,,,64245
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081136,20120307.0,110.0,,Y,N,ENTITY,Marjie Wrigley,,,,,USA,76102,,,,86875
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081137,20120307.0,110.0,,Y,N,ENTITY,Charlie L. Geren,,,,,USA,76101,,,,23978
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081138,20120307.0,35.0,,Y,N,ENTITY,Darcy J. Young,,,,,USA,76085,,,,32659
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081139,20120307.0,110.0,,Y,N,ENTITY,Roy F. Wood,,,,,USA,76102,,,,115013
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081140,20100922.0,25.0,,Y,N,ENTITY,Earl Wayne W Bell,,,,,USA,78258,,,,38972
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081141,20120307.0,110.0,,Y,N,ENTITY,Matthew R. Farris,,,,,USA,76092,,,,88607
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081142,20120307.0,110.0,,Y,N,ENTITY,William E. Ware,,,,,USA,76097,,,,152329
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081143,20120307.0,110.0,,Y,N,ENTITY,Tom Ritter,,,,,USA,76063,,,,142507
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081144,20120307.0,110.0,,Y,N,ENTITY,Ann E. Taylor,,,,,USA,76082,,,,7200
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081145,20120307.0,110.0,,Y,N,ENTITY,James Makens,,,,,USA,76021,,,,63287
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081146,20100908.0,40.0,,Y,N,ENTITY,Glen Coulson,,,,,USA,78232,,,,49828
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081147,20100901.0,35.0,,Y,N,ENTITY,Doyle D White,,,,,USA,76401,,,,37710
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081148,20120307.0,110.0,,Y,N,ENTITY,Catherine M. Coker,,,,,USA,76092,,,,22109
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081149,20100907.0,150.0,,Y,N,ENTITY,Dwayne Moore,,,,,USA,77904,,,,38701
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081150,20100913.0,85.0,,Y,N,ENTITY,Drury B Roberts,,,,,USA,79073,,,,38245
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081151,20120307.0,110.0,,Y,N,ENTITY,Thomas M. Kidd,,,,,USA,76040,,,,141089
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081152,20120221.0,35.0,,Y,N,ENTITY,Stewart Title Of Brazoria,,,,,USA,77515,,,,124736
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081153,20100908.0,99.0,,Y,N,ENTITY,George R Cumins,,,,,USA,76033,,,,49025
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081154,20120307.0,35.0,,Y,N,ENTITY,Marisa L Grubbs,,,,,USA,75013,,,,86852
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081155,20120307.0,35.0,,Y,N,ENTITY,Dorcas Willis,,,,,USA,76097,,,,37271
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081156,20100922.0,20.0,,Y,N,ENTITY,Gary R Woda,,,,,USA,78216,,,,48097
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081157,20100920.0,200.0,,Y,N,ENTITY,Gary W Howdeshell,,,,,USA,75048,,,,48137
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081158,20120307.0,110.0,,Y,N,ENTITY,Judy G. Ward,,,,,USA,76028,,,,69705
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081159,20120307.0,35.0,,Y,N,ENTITY,Robert A. Cocanougher,,,,,USA,76092,,,,112606
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081160,20120307.0,110.0,,Y,N,ENTITY,Jody K Buening,,,,,USA,76028,,,,66272
MPAC,522543,20120405.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081161,20120307.0,35.0,,Y,N,ENTITY,Connie K. Weyenberg,,,,,USA,76028,,,,28595
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081162,20120217.0,35.0,,Y,N,ENTITY,Michael E Newlin,,,,,USA,76904,,,,91620
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081163,20120216.0,99.0,,Y,N,ENTITY,Walter Northcutt,,,,,USA,75606,,,,149747
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081164,20120216.0,35.0,,Y,N,ENTITY,James E Hanlon,,,,,USA,75701,,,,63048
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081165,20120216.0,105.0,,Y,N,ENTITY,Randy Plyler,,,,,USA,76086,,,,108859
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081166,20120216.0,35.0,,Y,N,ENTITY,Roxie Davidson,,,,,USA,76086,,,,114977
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081167,20120216.0,140.0,,Y,N,ENTITY,Jamie B. Bodiford,,,,,USA,76086,,,,63550
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081168,20120216.0,35.0,,Y,N,ENTITY,Paul Natwick,,,,,USA,76039,,,,102872
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081169,20120216.0,105.0,,Y,N,ENTITY,Barbara Bryant,,,,,USA,76086,,,,11084
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081170,20120216.0,35.0,,Y,N,ENTITY,Tom W Martin,,,,,USA,76086,,,,142542
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081171,20120216.0,70.0,,Y,N,ENTITY,Teresa G Turnage,,,,,USA,76086,,,,128346
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081172,20120216.0,35.0,,Y,N,ENTITY,Shaundra Hardt,,,,,USA,76086,,,,119710
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081173,20120216.0,35.0,,Y,N,ENTITY,Janet A Chism,,,,,USA,76086,,,,63775
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081174,20120216.0,35.0,,Y,N,ENTITY,John M Freese,,,,,USA,75367,,,,67275
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081175,20120216.0,105.0,,Y,N,ENTITY,Linda Gilbert,,,,,USA,76086,,,,82000
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081176,20120216.0,105.0,,Y,N,ENTITY,Peggy J Myrick,,,,,USA,76086,,,,103481
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081177,20120216.0,35.0,,Y,N,ENTITY,Vanessa Van Trease,,,,,USA,76051,,,,147565
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081178,20120217.0,45.0,,Y,N,ENTITY,Leeza Morris,,,,,USA,76205,,,,80894
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081179,20120216.0,70.0,,Y,N,ENTITY,Aaron J Stalberger,,,,,USA,76063,,,,1114
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081180,20100908.0,35.0,,Y,N,ENTITY,Freddie J. Williams,,,,,USA,76251,,,,45845
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081181,20120216.0,35.0,,Y,N,ENTITY,Mark Smith,,,,,USA,75360,,,,87245
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081182,20100908.0,35.0,,Y,N,ENTITY,Genene Baker,,,,,USA,76904,,,,48575
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081183,20120216.0,35.0,,Y,N,ENTITY,Ashley D Conlon,,,,,USA,76086,,,,8612
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081184,20120217.0,110.0,,Y,N,ENTITY,Donna Hall,,,,,USA,76202,,,,37069
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081185,20120217.0,40.0,,Y,N,ENTITY,Russell Huebner,,,,,USA,78666,,,,115557
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081186,20120217.0,20.0,,Y,N,ENTITY,Cynthia Watkins,,,,,USA,76904,,,,31422
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081187,20120217.0,35.0,,Y,N,ENTITY,Sandy Newlin,,,,,USA,76904,,,,117212
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081188,20120216.0,35.0,,Y,N,ENTITY,Catherine Ann Witt,,,,,USA,78734,,,,22088
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081189,20100913.0,20.0,,Y,N,ENTITY,Fred L. Sanchez,,,,,USA,77901,,,,45794
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081190,20120221.0,35.0,,Y,N,ENTITY,Judy E James,,,,,USA,77566,,,,69695
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081191,20100908.0,125.0,,Y,N,ENTITY,Ernesto Martinez,,,,,USA,50328,,,,42135
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081192,20120221.0,35.0,,Y,N,ENTITY,Harold D Cox,,,,,USA,77566,,,,54084
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081193,20100901.0,100.0,,Y,N,ENTITY,Eric Hayden,,,,,USA,76401,,,,41907
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081194,20120221.0,35.0,,Y,N,ENTITY,Patricia D Rodriguez,,,,,USA,77566,,,,102278
MPAC,464592,20101005.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081195,20100915.0,35.0,,Y,N,ENTITY,Eloise E Martin,,,,,USA,75205,,,,40829
MPAC,520401,20120305.0,15487,MPAC,Texas Association of REALTORS Political Action Committee,100081196,20120221.0,70.0,,Y,N,ENTITY,Harold D Cox,,,,,USA,77566,,,,54084
